Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-path.merindicators.json	7036	-	0	0	0	0	0	0	10	158	0	0	0	0	0	0	0	1	0	0	117	72	0	0	0	2	0	0
fsh-generated/resources/ValueSet-SyntheaHIVMedicationsVS.json	4135	20	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	28	37681	0	0	0	1	0	1
fsh-generated/resources/ValueSet-OnARVVS.json	1103	14	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	10	237	0	0	0	1	0	0
fsh-generated/resources/DiagnosticReport-8a849d5e-6011-4279-a124-40ada5a687de.json	689	14	0	0	0	0	0	0	1	105	0	0	0	0	0	0	0	0	0	0	13	12	0	0	0	0	0	0
fsh-generated/resources/ValueSet-PregnantVS.json	736	14	1	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	8	213	0	0	0	0	0	0
fsh-generated/resources/ValueSet-KeyPopVS.json	403	13	0	0	2	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	6	166	0	1	0	1	0	0
fsh-generated/resources/StructureDefinition-TXCURRelements.json	6519	29	0	0	0	0	0	42	0	111	0	0	1	0	0	0	0	0	0	0	112	894	0	0	0	4	0	0
fsh-generated/resources/ValueSet-MMDIntervalVS.json	296	13	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	6	151	0	0	0	1	0	0
fsh-generated/resources/ValueSet-FocusPopVS.json	263	13	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	5	154	0	0	0	0	0	0
fsh-generated/resources/Condition-a6867095-e2b1-4a68-9aaa-0d161a37ce9c.json	617	14	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	6	8	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-KeyPopCS.json	764	4	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	8	155	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CIEL.json	791	4	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	8	132	0	0	0	1	0	0
fsh-generated/resources/ValueSet-AgeRangesTXCURRVS.json	1803	5	0	0	1	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	13	137	0	0	0	2	0	0
fsh-generated/resources/Bundle-Example0.json	8858	17	0	0	0	0	39	0	1	453	0	0	0	0	0	0	0	0	0	0	37	27	0	0	0	0	0	0
fsh-generated/resources/Encounter-5b829d01-34bb-47d1-b1bb-9303c3a9ebcb.json	850	4	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	1	0	0	8	8	0	0	0	0	0	0
fsh-generated/resources/Location-a3b793f0-eb53-4cda-92ce-fe0a77106252.json	1023	5	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0
fsh-generated/resources/Observation-example-openmrs-Observation.json	1411	5	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	10	9	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-AgeRangesCS.json	1414	6	1	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	12	124	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-OpenHIECS.json	475	3	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	6	125	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-MMDIntervalCS.json	437	4	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	6	119	0	0	0	0	0	0
fsh-generated/resources/Patient-example-openmrs-Patient.json	1232	4	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	7	8	0	0	0	0	0	0
