Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-path.merindicators.json	19044	-	0	0	0	0	0	0	9	232	0	0	0	0	0	0	0	3	0	0	231	269	0	0	1	18	0	1
input/resources/device/cqf-tooling.json	390	6	1	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	10	39	0	0	0	0	0	0
fsh-generated/resources/Measure-DASHTXCURR.json	2495	11	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	26	59	0	0	0	1	0	0
fsh-generated/resources/Location-Location-HIVSimple1.json	360	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	6	18	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-HIVSimple.json	12601	43	0	0	0	0	62	0	1	524	0	0	0	0	0	0	0	1	0	0	91	105	0	0	0	0	0	0
fsh-generated/resources/DiagnosticReport-DiagnosticReport-ViralLoad.json	537	5	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	8	19	0	0	0	0	0	0
fsh-generated/resources/DiagnosticReport-8a849d5e-6011-4279-a124-40ada5a687de.json	689	4	1	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	8	11	0	0	0	0	0	0
fsh-generated/resources/Observation-Observation-ViralLoad2.json	585	8	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	8	10	0	0	0	0	0	0
fsh-generated/resources/Condition-Condition-Pregnancy2.json	717	5	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	9	10	0	0	0	0	0	0
fsh-generated/resources/DiagnosticReport-DiagnosticReport2-ViralLoad.json	540	4	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	7	10	0	0	0	0	0	0
fsh-generated/resources/Patient-PatientOMRS0.json	990	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	8	10	0	0	0	0	0	0
fsh-generated/resources/Encounter-Encounter-ViralLoad2.json	600	5	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	8	11	0	0	0	0	0	0
fsh-generated/resources/Organization-OrganizationCIEL.json	115	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	8	0	0	0	0	0	0
fsh-generated/resources/Condition-Condition-HIVSimple.json	701	5	1	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	9	10	0	0	0	0	0	0
fsh-generated/resources/ValueSet-SNOMEDHIVMedications.json	559	4	0	0	1	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	9	55864	0	1	0	1	0	1
fsh-generated/resources/StructureDefinition-TXCURRelements.json	6507	31	0	0	0	0	0	65	0	144	0	0	1	0	0	0	0	0	0	0	127	1780	0	0	0	5	0	0
fsh-generated/resources/Encounter-Encounter-HIVSimple2.json	600	5	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	9	19	0	0	0	0	0	0
fsh-generated/resources/Encounter-EncounterOMRS0.json	817	5	0	0	0	0	0	0	1	22	0	0	0	0	0	0	0	0	0	0	10	20	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-OpenHIE.json	532	4	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	9	224	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-HIVSimple2.json	9703	33	0	0	0	0	14	0	0	78	0	0	0	0	0	0	0	0	0	0	64	32	0	0	0	0	0	0
fsh-generated/resources/Patient-Patient-HIVSimple.json	236	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	8	0	0	0	0	0	0
fsh-generated/resources/Library-TXCURR.json	489	4	0	0	0	0	0	0	1	37	0	0	0	0	0	0	0	0	0	0	45	13	0	0	0	2	0	0
fsh-generated/resources/Condition-a6867095-e2b1-4a68-9aaa-0d161a37ce9c.json	617	4	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	9	10	0	0	0	0	0	0
fsh-generated/resources/ValueSet-CIELHIVMedications.json	643	5	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	9	165	0	0	0	0	0	0
fsh-generated/resources/Observation-ObservationCIEL.json	528	4	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	7	9	0	0	0	0	0	0
fsh-generated/resources/Condition-Condition-Pregnancy.json	715	5	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	9	10	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-KeyPopCS.json	760	6	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	11	144	0	0	0	1	0	0
fsh-generated/resources/Library-MERConcepts.json	519	4	1	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	59	14	0	0	0	1	0	0
fsh-generated/resources/ValueSet-SyntheaHIVMedications.json	4129	15	0	0	0	0	0	0	1	94	0	0	0	0	0	0	0	0	0	0	26	254	0	0	0	6	0	0
fsh-generated/resources/DiagnosticReport-DiagnosticReport-HIVSimple2.json	506	4	1	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	7	12	0	0	0	0	0	0
fsh-generated/resources/Observation-Observation2-ViralLoad.json	626	5	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	8	14	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CIEL.json	906	6	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	14	166	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-AgeRanges.json	1475	10	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	16	171	0	0	0	2	0	0
fsh-generated/resources/Encounter-Encounter2-ViralLoad.json	599	5	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	8	10	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-Locations-Organizations.json	2509	9	0	0	0	0	4	0	1	9	0	0	0	0	0	0	0	0	0	0	17	12	0	0	0	0	0	0
fsh-generated/resources/Library-MERDataElements.json	543	5	1	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	393	37	0	0	0	15	0	0
fsh-generated/resources/Organization-Organization-HIVSimple1.json	266	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	9	0	0	0	0	0	0
fsh-generated/resources/Organization-Organization-HIVSimple2.json	267	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example0.json	8858	28	0	0	0	0	22	0	1	86	0	0	0	0	0	0	0	1	0	0	47	31	0	0	0	0	0	0
fsh-generated/resources/Encounter-5b829d01-34bb-47d1-b1bb-9303c3a9ebcb.json	850	6	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0
fsh-generated/resources/Location-a3b793f0-eb53-4cda-92ce-fe0a77106252.json	1023	7	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0
fsh-generated/resources/Condition-Condition-PregnancyCIEL.json	713	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	9	10	0	0	0	0	0	0
fsh-generated/resources/Encounter-EncounterCIEL.json	422	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	9	0	0	0	0	0	0
fsh-generated/resources/ValueSet-Pregnant.json	713	5	1	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	11	226	0	0	0	2	0	0
fsh-generated/resources/DiagnosticReport-DiagnosticReport-ViralLoad2.json	541	4	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	6	17	0	0	0	0	0	0
